STATION,DATE,PRCP,SNOW,TMAX,TMIN
USC00283704,7/15/2022,0,0,92,72
USC00283704,7/16/2022,0,0,88,72
USC00283704,7/17/2022,0.03,0,88,71
USC00283704,7/18/2022,0.41,0,87,73
USC00283704,7/19/2022,0.5,0,85,73
USC00283704,7/20/2022,0,0,93,73
USC00283704,7/21/2022,0,0,97,77
USC00283704,7/22/2022,0,0,99,78
USC00283704,7/23/2022,0,0,100,77
USC00283704,7/24/2022,0,0,101,79
USC00283704,7/25/2022,0,0,102,82
USC00283704,7/26/2022,0.64,0,90,71
USC00283704,7/27/2022,0,0,83,61
USC00283704,7/28/2022,0.04,0,89,74
USC00283704,7/29/2022,0,0,93,74
USC00283704,7/30/2022,0,0,88,73
USC00283704,7/31/2022,0,0,90,69
USC00283704,8/1/2022,0.47,0,90,68
USC00283704,8/2/2022,0,0,77,69
USC00283704,8/3/2022,0,0,94,71
USC00283704,8/4/2022,0,0,95,73
USC00283704,8/5/2022,0,0,99,77
USC00283704,8/6/2022,0,0,94,75
USC00283704,8/7/2022,0,0,95,79
USC00283704,8/8/2022,0.03,0,95,79
USC00283704,8/9/2022,0,0,99,79
USC00283704,8/10/2022,0,0,101,76
USC00283704,8/11/2022,0.09,0,89,72
USC00283704,8/12/2022,0.06,0,92,71
USC00283704,8/13/2022,0,0,88,64
USC00283704,8/14/2022,0,0,81,62
USC00283704,8/15/2022,0,0,84,65
USC00283704,8/16/2022,0,0,85,65
USC00283704,8/17/2022,0,0,84,66
USC00283704,8/18/2022,0.01,0,81,65
USC00283704,8/19/2022,0,0,91,67
USC00283704,8/20/2022,0,0,91,69
USC00283704,8/21/2022,0,0,93,71
USC00283704,8/22/2022,0.03,0,84,71
USC00283704,8/23/2022,1.18,0,81,71
USC00283704,8/24/2022,0.04,0,89,69
USC00283704,8/25/2022,0,0,92,69
USC00283704,8/26/2022,0,0,93,69
USC00283704,8/27/2022,0,0,91,73
USC00283704,8/28/2022,0,0,93,74
USC00283704,8/29/2022,0.01,0,83,73
USC00283704,8/30/2022,0,0,84,73
USC00283704,8/31/2022,0.38,0,92,70
USC00283704,9/1/2022,0,0,83,68
USC00283704,9/2/2022,0,0,88,59
USC00283704,9/3/2022,0,0,81,63
USC00283704,9/4/2022,0,0,84,63
USC00283704,9/5/2022,0,0,92,71
USC00283704,9/6/2022,0.21,0,90,72
USC00283704,9/7/2022,0.88,0,73,65
USC00283704,9/8/2022,0,0,72,63
USC00283704,9/9/2022,0,0,80,61
USC00283704,9/10/2022,0,0,81,60
USC00283704,9/11/2022,0,0,88,62
USC00283704,9/12/2022,0.63,0,75,67
USC00283704,9/13/2022,1.1,0,83,68
USC00283704,9/14/2022,0,0,87,61
USC00283704,9/15/2022,0,0,83,62
USC00283704,9/16/2022,0,0,78,52
USC00283704,9/17/2022,0,0,77,53
USC00283704,9/18/2022,0,0,78,64
USC00283704,9/19/2022,0,0,86,64
USC00283704,9/20/2022,0.18,0,88,65
USC00283704,9/21/2022,0,0,81,60
USC00283704,9/22/2022,0.05,0,84,64
USC00283704,9/23/2022,0.19,0,76,49
USC00283704,9/24/2022,0,0,64,47
USC00283704,9/25/2022,0,0,71,47
USC00283704,9/26/2022,1.3,0,74,56
USC00283704,9/27/2022,0,0,76,59
USC00283704,9/28/2022,0,0,70,52
USC00283704,9/29/2022,0,0,67,51
USC00283704,9/30/2022,0,0,68,50
USC00283704,10/1/2022,0.61,0,62,52
USC00283704,10/2/2022,0.23,0,59,52
USC00283704,10/3/2022,0.56,0,60,49
USC00283704,10/4/2022,2.02,0,52,44
USC00283704,10/5/2022,0.4,0,53,44
USC00283704,10/6/2022,0.49,0,62,49
USC00283704,10/7/2022,0,0,76,51
USC00283704,10/8/2022,0.02,0,79,48
USC00283704,10/9/2022,0,0,59,42
USC00283704,10/10/2022,0,0,63,44
USC00283704,10/11/2022,0,0,70,46
USC00283704,10/12/2022,0,0,74,46
USC00283704,10/13/2022,0,0,74,52
USC00283704,10/14/2022,0.87,0,68,51
USC00283704,10/15/2022,0,0,69,44
USC00283704,10/16/2022,0,0,70,48
USC00283704,10/17/2022,0.02,0,67,49
USC00283704,10/18/2022,0.31,0,63,46
USC00283704,10/19/2022,0,0,54,36
USC00283704,10/20/2022,0,0,56,38
USC00283704,10/21/2022,0,0,60,40
USC00283704,10/22/2022,0,0,66,41
USC00283704,10/23/2022,0,0,69,43
USC00283704,10/24/2022,1.33,0,62,51
USC00283704,10/25/2022,0.32,0,62,54
USC00283704,10/26/2022,0.01,0,70,60
USC00283704,10/27/2022,0,0,72,53
USC00283704,10/28/2022,0,0,65,43
USC00283704,10/29/2022,0,0,58,41
USC00283704,10/30/2022,0,0,60,34
USC00283704,10/31/2022,0,0,65,35
USC00283704,11/1/2022,0.23,0,66,46
USC00283704,11/2/2022,0,0,69,55
USC00283704,11/3/2022,0,0,71,45
USC00283704,11/4/2022,0,0,69,45
USC00283704,11/5/2022,0,0,73,46
USC00283704,11/6/2022,0,0,77,62
USC00283704,11/7/2022,0.02,0,70,64
USC00283704,11/8/2022,0,0,79,46
USC00283704,11/9/2022,0,0,59,37
USC00283704,11/10/2022,0,0,55,37
USC00283704,11/11/2022,0,0,67,42
USC00283704,11/12/2022,1.06,0,73,57
USC00283704,11/13/2022,0.2,0,70,49
USC00283704,11/14/2022,0,0,50,37
USC00283704,11/15/2022,0,0,45,32
USC00283704,11/16/2022,0.97,0,43,33
USC00283704,11/17/2022,0,0,51,37
USC00283704,11/18/2022,0,0,46,31
USC00283704,11/19/2022,0,0,43,29
USC00283704,11/20/2022,0,0,40,29
USC00283704,11/21/2022,0,0,35,25
USC00283704,11/22/2022,0,0,41,26
USC00283704,11/23/2022,0,0,51,32
USC00283704,11/24/2022,0,0,56,32
USC00283704,11/25/2022,0.01,0,54,32
USC00283704,11/26/2022,0,0,55,41
USC00283704,11/27/2022,0,0,57,42
USC00283704,11/28/2022,0.51,0,57,45
USC00283704,11/29/2022,0.01,0,53,32
USC00283704,11/30/2022,0,0,44,36
USC00283704,12/1/2022,0.77,0,58,35
USC00283704,12/2/2022,0,0,42,27
USC00283704,12/3/2022,0,0,51,27
USC00283704,12/4/2022,0.67,0,57,36
USC00283704,12/5/2022,0,0,45,28
USC00283704,12/6/2022,0,0,47,28
USC00283704,12/7/2022,1.31,0,56,39
USC00283704,12/8/2022,0.01,0,58,48
USC00283704,12/9/2022,0,0,54,34
USC00283704,12/10/2022,0,0,45,29
USC00283704,12/11/2022,0,0,40,29
USC00283704,12/12/2022,0.3,0.2,38,31
USC00283704,12/13/2022,0,0,37,24
USC00283704,12/14/2022,0,0,39,24
USC00283704,12/15/2022,0,0,39,30
USC00283704,12/16/2022,0.92,0,43,30
USC00283704,12/17/2022,0.4,0,43,38
USC00283704,12/18/2022,0,0,45,31
USC00283704,12/19/2022,0,0,39,29
USC00283704,12/20/2022,0,0,38,29
USC00283704,12/21/2022,0,0,39,25
USC00283704,12/22/2022,0,0,40,25
USC00283704,12/23/2022,1.86,0,57,30
USC00283704,12/24/2022,0.06,0,52,5
USC00283704,12/25/2022,0,0,15,5
USC00283704,12/26/2022,0,0,27,15
USC00283704,12/27/2022,0,0,28,17
USC00283704,12/28/2022,0,0,34,27
USC00283704,12/29/2022,0,0,47,30
USC00283704,12/30/2022,0,0,50,32
USC00283704,12/31/2022,0,0,61,39
USC00283704,1/1/2023,0.25,0,53,48
USC00283704,1/2/2023,0,0,55,42
USC00283704,1/3/2023,0.08,0,56,44
USC00283704,1/4/2023,0.44,0,54,48
USC00283704,1/5/2023,0.02,0,65,48
USC00283704,1/6/2023,0.37,0,52,41
USC00283704,1/7/2023,0,0,48,35
USC00283704,1/8/2023,0,0,44,31
USC00283704,1/9/2023,0,0,41,31
USC00283704,1/10/2023,0,0,44,35
USC00283704,1/11/2023,0,0,40,34
USC00283704,1/12/2023,0.02,0,39,34
USC00283704,1/13/2023,0.33,0,55,38
USC00283704,1/14/2023,0,0,55,33
USC00283704,1/15/2023,0,0,36,29
USC00283704,1/16/2023,0,0,42,27
USC00283704,1/17/2023,0,0,48,28
USC00283704,1/18/2023,0.04,0,46,32
USC00283704,1/19/2023,0,0,53,40
USC00283704,1/20/2023,1.1,0,43,37
USC00283704,1/21/2023,0,0,48,37
USC00283704,1/22/2023,0,0,40,34
USC00283704,1/23/2023,0.8,0,40,36
USC00283704,1/24/2023,0.16,0,38,34
USC00283704,1/25/2023,0,0,46,33
USC00283704,1/26/2023,1.52,0,56,33
USC00283704,1/27/2023,0,0,44,33
USC00283704,1/28/2023,0,0,43,31
USC00283704,1/29/2023,0,0,52,35
USC00283704,1/30/2023,0,0,53,39
USC00283704,1/31/2023,0.03,0,54,34
USC00283704,2/1/2023,0.01,0.3,37,25
USC00283704,2/2/2023,0,0,37,25
USC00283704,2/3/2023,0,0,40,25
USC00283704,2/4/2023,0,0,34,3
USC00283704,2/5/2023,0,0,28,3
USC00283704,2/6/2023,0,0,50,28
USC00283704,2/7/2023,0,0,52,26
USC00283704,2/8/2023,0.01,0,40,29
USC00283704,2/9/2023,0,0,53,33
USC00283704,2/10/2023,0,0,55,35
USC00283704,2/11/2023,0,0,58,34
USC00283704,2/12/2023,0,0,46,31
USC00283704,2/13/2023,0.07,0,46,33
USC00283704,2/14/2023,0,0,57,38
USC00283704,2/15/2023,0,0,54,40
USC00283704,2/16/2023,0,0,68,45
USC00283704,2/17/2023,0.09,0,68,49
USC00283704,2/18/2023,0.2,0,57,27
USC00283704,2/19/2023,0,0,42,27
USC00283704,2/20/2023,0,0,49,27
USC00283704,2/21/2023,0.22,0,62,33
USC00283704,2/22/2023,0.03,0,48,33
USC00283704,2/23/2023,0.22,0,43,36
USC00283704,2/24/2023,0,0,43,37
USC00283704,2/25/2023,0,0,45,21
USC00283704,2/26/2023,0,0,32,21
USC00283704,2/27/2023,0,0,50,29
USC00283704,2/28/2023,0.67,2.5,44,30
USC00283704,3/1/2023,0.02,0,36,30
USC00283704,3/2/2023,0.01,0,44,31
USC00283704,3/3/2023,0,0,54,34
USC00283704,3/4/2023,1.48,0,46,34
USC00283704,3/5/2023,0,0,46,38
USC00283704,3/6/2023,0,0,55,37
USC00283704,3/7/2023,0.12,0.3,51,32
USC00283704,3/8/2023,0,0,41,29
USC00283704,3/9/2023,0,0,47,29
USC00283704,3/10/2023,0,0,51,32
USC00283704,3/11/2023,0.76,0,45,33
USC00283704,3/12/2023,0.09,0,44,31
USC00283704,3/13/2023,0.04,0,48,34
USC00283704,3/14/2023,0.76,0,43,34
USC00283704,3/15/2023,0.02,0.5,38,31
USC00283704,3/16/2023,0,0,43,33
USC00283704,3/17/2023,0,0,59,34
USC00283704,3/18/2023,0,0,59,43
USC00283704,3/19/2023,0,0,55,29
USC00283704,3/20/2023,0,0,41,29
USC00283704,3/21/2023,0,0,52,30
USC00283704,3/22/2023,0,0,63,34
USC00283704,3/23/2023,0,0,60,44
USC00283704,3/24/2023,0.08,0,57,44
USC00283704,3/25/2023,0,0,57,42
USC00283704,3/26/2023,0.21,0,46,42
USC00283704,3/27/2023,0,0,62,40
USC00283704,3/28/2023,0.29,0,61,41
USC00283704,3/29/2023,0.02,0,52,36
USC00283704,3/30/2023,0.01,0,56,31
USC00283704,3/31/2023,0,0,43,31
USC00283704,4/1/2023,0,0,59,32
USC00283704,4/2/2023,0.52,0,73,40
USC00283704,4/3/2023,0,0,52,34
USC00283704,4/4/2023,0,0,61,44
USC00283704,4/5/2023,0,0,72,45
USC00283704,4/6/2023,0,0,59,46
USC00283704,4/7/2023,0,0,80,48
USC00283704,4/8/2023,0,0,61,36
USC00283704,4/9/2023,0,0,53,36
USC00283704,4/10/2023,0,0,55,36
USC00283704,4/11/2023,0,0,69,42
USC00283704,4/12/2023,0,0,75,55
USC00283704,4/13/2023,0,0,85,60
USC00283704,4/14/2023,0,0,91,63
USC00283704,4/15/2023,0,0,94,66
USC00283704,4/16/2023,0.54,0,76,59
USC00283704,4/17/2023,0,0,72,53
USC00283704,4/18/2023,0.02,0,69,48
USC00283704,4/19/2023,0,0,56,44
USC00283704,4/20/2023,0,0,64,44
USC00283704,4/21/2023,0,0,66,46
USC00283704,4/22/2023,0,0,71,51
USC00283704,4/23/2023,2.25,0,70,51
USC00283704,4/24/2023,0.15,0,69,43
USC00283704,4/25/2023,0,0,64,44
USC00283704,4/26/2023,0,0,61,42
USC00283704,4/27/2023,0,0,61,43
USC00283704,4/28/2023,0,0,58,47
USC00283704,4/29/2023,1.71,0,55,47
USC00283704,4/30/2023,1.8,0,53,49
USC00283704,5/1/2023,2.69,,59,48
USC00283704,5/2/2023,0,,64,46
USC00283704,5/3/2023,0.13,,56,46
USC00283704,5/4/2023,0.01,,59,46
USC00283704,5/5/2023,0.06,,57,45
USC00283704,5/6/2023,0,,64,44
USC00283704,5/7/2023,0,0,74,48
USC00283704,5/8/2023,0.01,,81,55
USC00283704,5/9/2023,0,0,79,54
USC00283704,5/10/2023,0,0,71,46
USC00283704,5/11/2023,0,0,75,53
USC00283704,5/12/2023,0,0,83,55
USC00283704,5/13/2023,0,0,89,60
USC00283704,5/14/2023,0,0,85,59
USC00283704,5/15/2023,0,0,76,51
USC00283704,5/16/2023,0,0,77,55
USC00283704,5/17/2023,0,0,81,52
USC00283704,5/18/2023,0,0,70,43
USC00283704,5/19/2023,0,0,62,44
USC00283704,5/20/2023,0.05,,71,55
USC00283704,5/21/2023,0.78,,66,54
USC00283704,5/22/2023,0,0,72,53
USC00283704,5/23/2023,0,0,78,54
USC00283704,5/24/2023,0,0,73,51
USC00283704,5/25/2023,0.01,,80,49
USC00283704,5/26/2023,0,0,70,51
USC00283704,5/27/2023,0,0,72,52
USC00283704,5/28/2023,0,0,81,54
USC00283704,5/29/2023,0,0,80,59
USC00283704,5/30/2023,0,0,80,54
USC00283704,5/31/2023,0,0,72,51
USC00283704,6/1/2023,0,0,78,54
USC00283704,6/2/2023,0,0,90,62
USC00283704,6/3/2023,0,0,93,67
USC00283704,6/4/2023,0,,73,49
USC00283704,6/5/2023,0,0,69,52
USC00283704,6/6/2023,,,77,59
USC00283704,6/7/2023,0,,81,56
USC00283704,6/8/2023,0,0,71,53
USC00283704,6/9/2023,0,0,73,56
USC00283704,6/10/2023,0.32,,76,56
USC00283704,6/11/2023,0.02,,81,57
USC00283704,6/12/2023,0,0,84,64
USC00283704,6/13/2023,0.47,,78,64
USC00283704,6/14/2023,0,0,81,61
USC00283704,6/15/2023,0.18,,80,59
USC00283704,6/16/2023,,,80,61
USC00283704,6/17/2023,0.32,,83,60
USC00283704,6/18/2023,0.02,,79,62
USC00283704,6/19/2023,0,0,83,64
USC00283704,6/20/2023,0,0,82,64
USC00283704,6/21/2023,0,0,80,61
USC00283704,6/22/2023,0.01,,72,59
USC00283704,6/23/2023,0,,71,59
USC00283704,6/24/2023,0.13,,70,65
USC00283704,6/25/2023,0.02,,80,68
USC00283704,6/26/2023,0.02,,87,68
USC00283704,6/27/2023,1.06,,81,65
USC00283704,6/29/2023,0,0,84,65
USC00283704,6/30/2023,,,85,67
USC00283704,7/1/2023,0,0,88,66
USC00283704,7/2/2023,,,84,68
USC00283704,7/3/2023,0.2,,89,68
USC00283704,7/4/2023,0.07,,92,73
USC00283704,7/5/2023,0.68,,85,72
USC00283704,7/6/2023,0,0,97,75
USC00283704,7/7/2023,0,0,92,74
USC00283704,7/8/2023,0,0,90,75
USC00283704,7/9/2023,0,0,90,75
USC00283704,7/10/2023,0.24,,83,71
USC00283704,7/11/2023,0,0,87,67
USC00283704,7/12/2023,0,0,93,72
USC00283704,7/13/2023,0,0,94,74
USC00283704,7/14/2023,0.02,,92,72
USC00283704,7/15/2023,0.54,,90,69
USC00283704,7/16/2023,0.39,,91,74
USC00283704,7/17/2023,0.66,,79,73
USC00283704,7/18/2023,0,0,94,74
USC00283704,7/19/2023,0.61,,85,71
USC00283704,7/20/2023,0.04,,83,70
USC00283704,7/21/2023,0.2,,89,71
USC00283704,7/22/2023,0,0,89,69
USC00283704,7/23/2023,0,0,87,69
USC00283704,7/24/2023,0,0,92,69
USC00283704,7/25/2023,0,0,91,73
USC00283704,7/26/2023,0.34,,92,66
USC00283704,7/27/2023,0,0,92,72
USC00283704,7/28/2023,0.06,,96,75
USC00283704,7/29/2023,0,0,96,77
USC00283704,7/30/2023,0,,92,65
USC00283704,7/31/2023,0,0,82,62
